Industry,Company_Size,Website_Quality,LinkedIn_Activity,Email_Available,Location,Estimated_Revenue,Number_of_Employees,Previous_Response,Meeting_Status,Lead_Quality
Technology,Medium,Excellent,High,Yes,Quetta,684000.0,187,Negative,Not Scheduled,Medium
Education,Medium,Good,Medium,Yes,Lahore,,6,No Response,Not Scheduled,Low
Retail,Medium,Good,Medium,Yes,Rawalpindi,373000.0,102,Neutral,Scheduled,High
Manufacturing,Medium,Good,High,Yes,Faisalabad,831000.0,544,Positive,Not Scheduled,High
Healthcare,Medium,Average,Low,No,Karachi,384000.0,61,No Response,Not Scheduled,Low
Retail,Medium,Excellent,Medium,No,Multan,1768000.0,10,Neutral,Not Scheduled,Low
Retail,Small,Average,Low,Yes,Multan,1927000.0,37,Positive,Scheduled,Medium
Real Estate,Large,Good,Low,Yes,Karachi,2562000.0,62,Positive,Scheduled,High
Manufacturing,Medium,Poor,Low,No,Faisalabad,4242000.0,27,Negative,Not Contacted,Low
Healthcare,Small,Poor,Medium,No,Quetta,515000.0,78,Positive,Not Contacted,Low
Real Estate,Small,Good,High,Yes,Lahore,1919000.0,89,No Response,Scheduled,Medium
Retail,Large,Good,Medium,Yes,Faisalabad,425000.0,46,Negative,Not Contacted,Medium
Real Estate,Medium,Good,High,Yes,Multan,3201000.0,18,Neutral,Scheduled,High
Education,Medium,Excellent,Medium,Yes,Rawalpindi,9233000.0,16,Negative,Scheduled,Medium
Manufacturing,Large,Average,Medium,Yes,Lahore,2468000.0,124,Positive,Scheduled,High
Technology,Small,Good,Low,Yes,Peshawar,5137000.0,15,Positive,Scheduled,High
Marketing,Medium,,Medium,Yes,Karachi,8750000.0,53,No Response,Scheduled,High
Education,Medium,,High,Yes,Quetta,4458000.0,70,Negative,Not Scheduled,Medium
Retail,Large,Average,Low,Yes,Lahore,2636000.0,91,Neutral,Not Contacted,Low
Retail,Small,Poor,Medium,Yes,Karachi,19951000.0,525,Negative,Not Contacted,Low
Education,Medium,Average,Medium,Yes,Lahore,4748000.0,50,No Response,Not Scheduled,Low
Finance,Small,Average,Medium,Yes,Peshawar,6557000.0,43,No Response,Scheduled,Low
Technology,Medium,Excellent,Low,Yes,Multan,4883000.0,106,Neutral,Not Scheduled,Medium
Healthcare,Small,Good,Medium,No,Quetta,390000.0,12,,Not Scheduled,Low
Real Estate,Medium,Good,Medium,Yes,Peshawar,423000.0,105,Neutral,Completed,High
Real Estate,Medium,Average,Medium,Yes,Peshawar,1902000.0,141,No Response,Not Scheduled,Low
Technology,Large,Average,Medium,Yes,Peshawar,742000.0,301,Neutral,Completed,High
Manufacturing,Medium,Excellent,Medium,Yes,Islamabad,1313000.0,509,No Response,Scheduled,High
Technology,Small,Average,Low,Yes,Quetta,1574000.0,189,,Completed,Medium
Technology,Large,Average,,No,Islamabad,255000.0,74,Positive,Not Scheduled,Medium
Marketing,Medium,Good,High,Yes,Multan,6212000.0,298,Positive,Not Contacted,High
Real Estate,Small,Excellent,Low,No,Lahore,2323000.0,6,No Response,Not Scheduled,Low
Technology,Small,Good,Medium,Yes,Peshawar,776000.0,221,No Response,Completed,Medium
Real Estate,Medium,Good,Medium,No,Lahore,986000.0,72,No Response,Not Scheduled,Low
Retail,Medium,Good,Low,Yes,Faisalabad,3555000.0,47,No Response,Not Scheduled,Low
Education,Large,Excellent,Medium,No,Lahore,188000.0,1130,Positive,Scheduled,High
Retail,Medium,Poor,Medium,No,Lahore,8016000.0,123,Positive,Scheduled,Medium
Technology,Medium,Excellent,Medium,Yes,Quetta,659000.0,111,Positive,Not Contacted,High
Technology,Large,Good,High,Yes,Multan,455000.0,93,Negative,Not Contacted,Medium
Manufacturing,Small,Good,Medium,Yes,Multan,407000.0,97,No Response,Not Scheduled,Low
Technology,Small,Good,Low,Yes,Faisalabad,5296000.0,362,Positive,Not Contacted,Medium
Marketing,Medium,Average,High,Yes,Faisalabad,6277000.0,134,Positive,Scheduled,High
Retail,Small,Good,Medium,No,Multan,1915000.0,106,Positive,Scheduled,Medium
Real Estate,Medium,Poor,Low,Yes,Karachi,2003000.0,65,Neutral,Scheduled,Low
Healthcare,Small,Good,Low,No,Rawalpindi,389000.0,191,Neutral,Not Contacted,Low
Technology,Medium,Excellent,Medium,Yes,Karachi,8688000.0,46,No Response,Not Contacted,Low
Education,Large,Average,High,No,Karachi,8377000.0,79,No Response,Completed,Medium
Finance,Small,Good,High,Yes,Islamabad,1519000.0,256,No Response,Not Contacted,Low
Real Estate,Medium,Good,Medium,Yes,Peshawar,2069000.0,35,Neutral,Scheduled,Medium
Technology,Small,Good,Low,Yes,Rawalpindi,1189000.0,268,No Response,Not Scheduled,Low
Marketing,Large,Poor,Medium,Yes,Quetta,772000.0,936,Positive,Completed,High
Manufacturing,Large,Excellent,High,Yes,Peshawar,1935000.0,126,Positive,Scheduled,High
Finance,Medium,Good,Low,Yes,Quetta,1853000.0,742,No Response,Completed,Medium
Technology,Small,Good,Medium,Yes,Islamabad,1018000.0,96,Neutral,Completed,High
Real Estate,Medium,Poor,High,Yes,Karachi,7152000.0,102,Neutral,Not Contacted,Low
Technology,Small,Poor,High,Yes,Faisalabad,1729000.0,184,Positive,Not Scheduled,Medium
Healthcare,Medium,Average,Low,Yes,Peshawar,1831000.0,85,Neutral,Not Scheduled,Low
Marketing,Small,,Low,Yes,Multan,1456000.0,113,Positive,Scheduled,High
Education,Medium,Good,High,Yes,Multan,248000.0,52,No Response,Not Scheduled,Medium
Retail,Medium,Average,Low,Yes,Multan,885000.0,189,Positive,Scheduled,High
Manufacturing,Small,Good,High,Yes,Islamabad,652000.0,160,No Response,Not Scheduled,Low
Finance,Small,Good,Medium,No,Islamabad,354000.0,188,Positive,Not Scheduled,Low
Marketing,Small,Average,Medium,Yes,Islamabad,732000.0,166,Neutral,Completed,Medium
Marketing,Medium,Good,Medium,No,Lahore,3427000.0,159,No Response,Not Scheduled,Low
Technology,Medium,Average,Low,Yes,Rawalpindi,4312000.0,61,Positive,Scheduled,High
Retail,Small,Poor,High,No,Peshawar,1114000.0,46,No Response,Not Scheduled,Low
Manufacturing,Small,Poor,Medium,Yes,Islamabad,3068000.0,160,Neutral,Scheduled,Low
Healthcare,Medium,Good,Medium,Yes,Rawalpindi,867000.0,16,Negative,Scheduled,Medium
Technology,Small,Good,High,Yes,Quetta,996000.0,276,Neutral,Not Scheduled,Medium
Education,Large,Good,Low,Yes,Lahore,382000.0,197,No Response,Scheduled,High
Retail,Medium,Average,Low,Yes,Faisalabad,439000.0,209,Positive,Completed,High
Finance,Small,Good,High,Yes,Faisalabad,5828000.0,134,Positive,Completed,High
Finance,Small,,Low,No,Peshawar,1892000.0,13,Neutral,Completed,Low
Retail,Small,Average,Medium,Yes,Rawalpindi,124000.0,52,Positive,Scheduled,Medium
Real Estate,Medium,Average,Medium,Yes,Karachi,268000.0,118,No Response,Not Scheduled,Low
Real Estate,Small,Good,Low,No,Quetta,249000.0,81,Neutral,Not Contacted,Low
Finance,Small,Good,Low,Yes,Lahore,2532000.0,73,No Response,Completed,Medium
Real Estate,Small,Good,,Yes,Lahore,850000.0,94,No Response,Scheduled,Medium
Retail,Small,Average,,Yes,Karachi,3800000.0,169,No Response,Not Contacted,Low
Healthcare,Medium,Average,Low,Yes,Quetta,1466000.0,57,No Response,Not Scheduled,Low
Technology,Small,Good,High,No,Islamabad,626000.0,104,Positive,Not Scheduled,Medium
Technology,Small,Good,Medium,Yes,Faisalabad,915000.0,137,No Response,Completed,Medium
Retail,Medium,Poor,Medium,Yes,Peshawar,201000.0,194,Positive,Not Contacted,Medium
Technology,Medium,Excellent,Medium,Yes,Peshawar,532000.0,14,Neutral,Completed,High
Marketing,Medium,Average,Low,Yes,Islamabad,2554000.0,108,Negative,Scheduled,Low
Manufacturing,Large,Good,High,Yes,Multan,5094000.0,149,Positive,Scheduled,High
Technology,Large,Good,High,Yes,Karachi,1401000.0,141,Positive,Scheduled,High
Technology,Medium,Good,Medium,No,Quetta,746000.0,32,Negative,Not Scheduled,Low
Retail,Medium,Poor,High,Yes,Islamabad,818000.0,84,Positive,Not Contacted,Medium
Real Estate,Small,Average,Medium,No,Karachi,869000.0,17,Positive,Completed,Medium
Technology,Medium,Good,High,Yes,Quetta,718000.0,19,Positive,Not Scheduled,High
Finance,Small,Good,Low,No,Rawalpindi,1387000.0,112,,Not Scheduled,Low
Real Estate,Medium,Good,Medium,Yes,Karachi,2153000.0,90,No Response,Scheduled,Medium
Retail,Small,Good,Medium,Yes,Faisalabad,1297000.0,129,No Response,Not Contacted,Low
Retail,Large,Good,Low,Yes,Multan,5131000.0,19,No Response,Completed,High
Technology,Medium,Good,Low,Yes,Karachi,4558000.0,36,Positive,Completed,High
Technology,Medium,Average,Low,No,Peshawar,899000.0,428,Positive,Not Scheduled,Low
Healthcare,Medium,Good,Medium,Yes,Multan,1221000.0,64,No Response,Not Contacted,Low
Education,Small,Good,Medium,Yes,Quetta,1402000.0,142,No Response,Scheduled,Low
Healthcare,Large,Excellent,Medium,Yes,Peshawar,7770000.0,98,No Response,Not Scheduled,Medium
Education,Large,Excellent,High,Yes,Lahore,658000.0,526,No Response,Completed,High
Finance,Large,Good,Medium,Yes,Lahore,548000.0,222,No Response,Completed,High
Retail,Medium,Good,Medium,Yes,Quetta,1975000.0,146,No Response,Not Contacted,Low
Manufacturing,Small,Good,High,Yes,Quetta,472000.0,102,Positive,Completed,High
Real Estate,Medium,Good,High,No,Rawalpindi,3128000.0,224,No Response,Not Contacted,Medium
Retail,Medium,Good,Medium,Yes,Faisalabad,4317000.0,25,No Response,Not Scheduled,Low
Technology,Small,Good,Medium,No,Islamabad,3662000.0,99,Positive,Scheduled,High
Manufacturing,Small,Poor,Low,Yes,Faisalabad,2970000.0,106,No Response,Scheduled,Low
Marketing,Small,Good,Low,Yes,Quetta,,44,Neutral,Scheduled,Medium
Healthcare,Medium,Poor,Medium,Yes,Peshawar,442000.0,805,Neutral,Not Contacted,Low
Real Estate,Medium,Good,Medium,Yes,Lahore,519000.0,89,No Response,Completed,Medium
Education,Small,Good,Medium,Yes,Lahore,2472000.0,367,No Response,Not Contacted,Low
Technology,Small,Average,Medium,Yes,Quetta,6795000.0,56,Neutral,Completed,Medium
Finance,Medium,Good,Medium,No,Multan,1521000.0,81,Negative,Not Scheduled,Low
Education,Small,Excellent,High,Yes,Multan,1636000.0,124,Negative,Completed,High
Retail,Medium,Excellent,High,Yes,Quetta,6112000.0,46,Positive,Not Scheduled,High
Education,Medium,Excellent,Medium,Yes,Rawalpindi,16611000.0,306,Positive,Not Scheduled,High
Technology,Medium,Poor,Medium,Yes,Rawalpindi,915000.0,317,Neutral,Not Scheduled,Low
Healthcare,Medium,Good,High,No,Islamabad,2016000.0,79,Negative,Scheduled,Low
Marketing,Medium,Average,Medium,Yes,Karachi,324000.0,78,Positive,Not Scheduled,Medium
Retail,Large,Average,Low,Yes,Karachi,2064000.0,389,Neutral,Not Scheduled,Low
Technology,Medium,Excellent,Low,No,Multan,1648000.0,66,No Response,Completed,Medium
Manufacturing,Small,Average,High,No,Rawalpindi,297000.0,32,Neutral,Completed,Medium
Healthcare,Medium,Excellent,Medium,Yes,Faisalabad,4816000.0,22,Positive,Scheduled,High
Real Estate,Medium,Good,Medium,Yes,Peshawar,1622000.0,369,Negative,Not Contacted,Low
Healthcare,Small,Poor,Medium,Yes,Multan,1730000.0,117,Positive,Not Contacted,Medium
Real Estate,Large,Average,Low,Yes,Islamabad,602000.0,144,Positive,Not Scheduled,Medium
Finance,Medium,Excellent,High,No,Quetta,1731000.0,143,Neutral,Completed,High
Marketing,Small,Average,Medium,Yes,Rawalpindi,1101000.0,28,Positive,Scheduled,Medium
Finance,Small,Average,Low,Yes,Faisalabad,1033000.0,223,No Response,Scheduled,Low
Technology,Small,Good,Medium,Yes,Karachi,489000.0,214,No Response,Scheduled,Medium
Technology,Large,Good,Low,Yes,Karachi,2170000.0,102,Neutral,Completed,High
Technology,Small,Excellent,Low,Yes,Peshawar,2696000.0,72,Neutral,Not Contacted,Low
Technology,Small,Poor,Medium,Yes,Islamabad,2374000.0,47,Neutral,Not Contacted,Low
Retail,Small,Excellent,Low,No,Peshawar,329000.0,49,Neutral,Scheduled,Low
Healthcare,Medium,Average,Medium,Yes,Islamabad,3360000.0,143,Positive,Not Contacted,Medium
Manufacturing,Small,Average,High,No,Rawalpindi,1034000.0,21,No Response,Completed,Low
Healthcare,Medium,Good,High,Yes,Multan,834000.0,222,Negative,Not Scheduled,Medium
Education,Large,Good,Medium,No,Faisalabad,9910000.0,314,Neutral,Not Scheduled,Medium
Real Estate,Medium,Good,High,No,Karachi,384000.0,62,Positive,Not Contacted,Medium
Finance,Small,Good,,Yes,Rawalpindi,390000.0,13,No Response,Scheduled,Low
Healthcare,Small,Average,Low,Yes,Peshawar,1180000.0,124,Negative,Completed,Low
Retail,Small,,Medium,Yes,Quetta,3611000.0,330,Positive,Not Scheduled,Medium
Technology,Large,Good,High,Yes,Quetta,2050000.0,31,Neutral,Scheduled,High
Finance,Small,Good,Medium,Yes,Lahore,1561000.0,23,Neutral,Scheduled,Medium
Finance,Small,Average,Medium,Yes,Faisalabad,1861000.0,92,Positive,Not Scheduled,Medium
Technology,Small,Good,Medium,Yes,Karachi,1459000.0,160,Positive,Completed,High
Manufacturing,Medium,Average,High,No,Lahore,1431000.0,125,No Response,Not Scheduled,Low
Manufacturing,Small,Excellent,Low,No,Multan,1880000.0,19,No Response,Not Scheduled,Low
Marketing,Small,Average,Medium,Yes,Lahore,2607000.0,226,Negative,Scheduled,Low
Manufacturing,Large,Good,Medium,Yes,Islamabad,6790000.0,53,Positive,Scheduled,High
Finance,Medium,Good,Medium,Yes,Islamabad,266000.0,362,No Response,Completed,High
Manufacturing,Medium,Average,Medium,Yes,Lahore,11822000.0,59,Positive,Not Scheduled,Medium
Education,Small,Average,,Yes,Islamabad,483000.0,26,No Response,Scheduled,Low
Education,Small,Poor,Low,Yes,Lahore,1442000.0,20,Neutral,Not Scheduled,Low
Education,Small,Average,Low,Yes,Lahore,5242000.0,82,Positive,Completed,Medium
Technology,Large,Excellent,Medium,Yes,Lahore,791000.0,108,Negative,Not Contacted,Medium
Healthcare,Small,Excellent,High,Yes,Multan,960000.0,99,Positive,Scheduled,High
Finance,Medium,Good,Medium,Yes,Rawalpindi,4803000.0,291,Positive,Scheduled,High
Manufacturing,Small,Excellent,Medium,No,Lahore,,31,Positive,Not Contacted,Medium
Real Estate,Large,Excellent,High,Yes,Faisalabad,1304000.0,114,Positive,Scheduled,High
Education,Medium,Poor,Medium,Yes,Quetta,916000.0,213,Positive,Not Scheduled,Medium
Technology,Large,Excellent,Low,Yes,Rawalpindi,840000.0,91,Positive,Not Scheduled,High
Technology,Large,Average,Medium,No,Lahore,678000.0,95,No Response,Not Scheduled,Low
Marketing,Medium,Excellent,Medium,Yes,Faisalabad,2815000.0,236,Negative,Not Scheduled,Medium
Technology,Small,Good,Medium,Yes,Multan,3182000.0,233,No Response,Not Scheduled,Low
Education,Small,Average,Medium,Yes,Peshawar,2058000.0,21,No Response,Scheduled,Low
Technology,Small,Average,High,Yes,Rawalpindi,1581000.0,145,Positive,Scheduled,High
Finance,Medium,Good,Medium,Yes,Faisalabad,744000.0,400,Neutral,Completed,High
Retail,Small,Good,Medium,No,Rawalpindi,873000.0,57,Neutral,Scheduled,Low
Finance,Small,Poor,Low,Yes,Islamabad,2399000.0,413,Positive,Completed,Medium
Manufacturing,Medium,Poor,High,Yes,Karachi,523000.0,5,No Response,Not Scheduled,Low
Education,Small,Good,Medium,No,Peshawar,454000.0,87,Positive,Scheduled,Medium
Marketing,Medium,Average,High,Yes,Quetta,2696000.0,214,Positive,Completed,High
Technology,Small,Excellent,Low,Yes,Peshawar,1490000.0,92,Positive,Scheduled,High
Technology,Medium,Average,High,Yes,Faisalabad,162000.0,77,Negative,Not Contacted,Low
Manufacturing,Small,Good,Medium,Yes,Rawalpindi,320000.0,626,Positive,Scheduled,High
Marketing,Small,Poor,Low,Yes,Rawalpindi,13630000.0,77,No Response,Not Contacted,Low
Marketing,Large,Average,Low,Yes,Islamabad,,164,Neutral,Not Contacted,Low
Technology,Large,Poor,Medium,Yes,Karachi,420000.0,101,Neutral,Not Contacted,Low
Education,Small,Good,Medium,Yes,Faisalabad,15512000.0,293,Positive,Completed,High
Manufacturing,Small,Excellent,Low,Yes,Multan,2770000.0,203,No Response,Completed,Medium
Manufacturing,Medium,Good,High,No,Lahore,665000.0,516,Neutral,Not Scheduled,Medium
Manufacturing,Large,Excellent,Medium,Yes,Rawalpindi,947000.0,162,Neutral,Not Contacted,High
Healthcare,Large,Average,Medium,No,Multan,1180000.0,203,Positive,Not Scheduled,Low
Finance,Medium,Good,High,Yes,Karachi,718000.0,27,Negative,Not Scheduled,Medium
Technology,Small,Poor,Low,No,Rawalpindi,211000.0,43,Positive,Scheduled,Low
Finance,Medium,Good,Low,No,Rawalpindi,3785000.0,38,Positive,Scheduled,Medium
Retail,Small,Poor,Medium,No,Islamabad,2418000.0,20,No Response,Not Scheduled,Low
Education,Small,Good,Medium,Yes,Islamabad,7815000.0,36,Positive,Scheduled,High
Real Estate,Small,,Medium,No,Lahore,506000.0,161,Positive,Not Scheduled,Low
Finance,Large,Poor,Medium,Yes,Rawalpindi,543000.0,52,No Response,Not Scheduled,Low
Technology,Medium,Excellent,Medium,Yes,Faisalabad,2184000.0,57,No Response,Not Scheduled,Medium
Education,Large,Excellent,Low,Yes,Quetta,1162000.0,277,Neutral,Not Scheduled,Medium
Technology,Small,Poor,Medium,Yes,Peshawar,2443000.0,27,Neutral,Not Scheduled,Low
Retail,Small,Average,Low,Yes,Peshawar,6185000.0,327,Positive,Scheduled,Medium
Finance,Large,Excellent,Medium,No,Peshawar,4175000.0,483,Positive,Not Scheduled,High
Manufacturing,Medium,Excellent,Low,Yes,Multan,759000.0,224,Positive,Not Scheduled,High
Finance,Small,Good,Medium,Yes,Rawalpindi,516000.0,70,,Not Scheduled,Medium
Marketing,Large,Good,Low,Yes,Multan,557000.0,18,No Response,Not Scheduled,Low
Finance,Large,Average,High,Yes,Islamabad,835000.0,180,Negative,Not Contacted,Low
Healthcare,Large,Average,High,Yes,Lahore,675000.0,129,No Response,Not Contacted,Medium
Technology,Medium,Good,Medium,Yes,Rawalpindi,1421000.0,16,Neutral,Not Scheduled,Medium
Technology,Medium,Poor,Medium,No,Multan,5141000.0,65,No Response,Not Scheduled,Low
Manufacturing,Medium,Poor,High,No,Islamabad,1768000.0,75,No Response,Not Contacted,Low
Finance,Medium,Poor,High,Yes,Rawalpindi,1105000.0,64,Neutral,Completed,Medium
Marketing,Medium,Excellent,High,No,Peshawar,,66,Positive,Not Contacted,Medium
Education,Large,Excellent,Low,Yes,Faisalabad,3053000.0,104,Positive,Not Scheduled,High
Marketing,Large,Good,Medium,Yes,Multan,1488000.0,23,Positive,Completed,High
Manufacturing,Medium,Good,High,Yes,Multan,991000.0,66,Neutral,Not Contacted,Medium
Education,Small,Average,Medium,Yes,Quetta,1146000.0,110,Neutral,Scheduled,Low
Technology,Medium,Good,High,No,Quetta,1045000.0,192,Positive,Scheduled,High
Education,Small,Good,Low,No,Rawalpindi,392000.0,457,Neutral,Not Contacted,Low
Marketing,Small,Poor,Low,No,Islamabad,,266,No Response,Not Scheduled,Low
Finance,Small,Excellent,Low,Yes,Lahore,1388000.0,40,No Response,Not Scheduled,Low
Real Estate,Medium,Good,High,Yes,Rawalpindi,,341,Positive,Not Scheduled,High
Real Estate,Large,Good,Medium,Yes,Peshawar,812000.0,166,Positive,Completed,High
Technology,Small,Average,Low,Yes,Multan,1895000.0,181,Positive,Not Contacted,Low
Retail,Small,Good,Medium,Yes,Peshawar,361000.0,423,Neutral,Completed,Medium
Technology,Large,Average,Low,No,Peshawar,399000.0,235,Neutral,Not Contacted,Low
Retail,Small,Good,Medium,Yes,Lahore,901000.0,85,Positive,Not Contacted,Medium
Manufacturing,Small,Excellent,Medium,Yes,Multan,2573000.0,427,Positive,Not Scheduled,Medium
Healthcare,Small,Good,Medium,Yes,Islamabad,980000.0,48,Positive,Not Contacted,Medium
Manufacturing,Medium,Good,Medium,Yes,Faisalabad,701000.0,63,No Response,Completed,High
Education,Medium,Excellent,Medium,No,Quetta,3681000.0,86,Neutral,Completed,High
Finance,Medium,Good,High,Yes,Karachi,4012000.0,128,No Response,Not Contacted,Medium
Retail,Large,Good,Medium,Yes,Faisalabad,430000.0,49,No Response,Scheduled,Medium
Education,Large,Good,High,Yes,Karachi,848000.0,177,No Response,Scheduled,High
Retail,Large,Good,High,Yes,Faisalabad,4182000.0,83,No Response,Completed,High
Manufacturing,Small,Excellent,Low,No,Quetta,455000.0,57,Neutral,Not Contacted,Low
Manufacturing,Small,Average,Low,Yes,Multan,609000.0,78,Positive,Not Contacted,Low
Manufacturing,Large,Average,Medium,Yes,Rawalpindi,439000.0,72,Negative,Not Scheduled,Low
Finance,Small,Average,Low,Yes,Peshawar,2280000.0,365,Positive,Completed,Medium
Technology,Small,Good,Medium,No,Multan,1590000.0,144,Neutral,Not Scheduled,Low
Finance,Small,Good,Medium,No,Faisalabad,1590000.0,32,Neutral,Not Scheduled,Low
Real Estate,Small,Excellent,Low,No,Lahore,851000.0,103,Neutral,Not Contacted,Low
Manufacturing,Large,Poor,Low,Yes,Rawalpindi,1245000.0,134,Positive,Not Contacted,Medium
Manufacturing,Small,Good,High,Yes,Multan,843000.0,89,Positive,Not Scheduled,High
Real Estate,Medium,Good,Medium,Yes,Quetta,2327000.0,59,Positive,Completed,High
Technology,Small,Average,Medium,Yes,Peshawar,155000.0,115,Positive,Not Scheduled,Low
Retail,Medium,Good,High,Yes,Karachi,3202000.0,29,No Response,Scheduled,High
Finance,Small,Average,Low,No,Peshawar,361000.0,246,Positive,Scheduled,Low
Finance,Medium,Good,Low,Yes,Karachi,3059000.0,448,No Response,Not Scheduled,Low
Manufacturing,Medium,Average,Medium,Yes,Peshawar,,64,Negative,Scheduled,Medium
Technology,Medium,Good,Medium,Yes,Multan,7587000.0,168,No Response,Scheduled,Medium
Healthcare,Medium,Good,High,Yes,Rawalpindi,429000.0,800,No Response,Scheduled,Medium
Real Estate,Small,Average,Low,Yes,Faisalabad,2029000.0,36,Negative,Scheduled,Low
Marketing,Large,Average,Medium,No,Quetta,789000.0,92,Negative,Scheduled,Low
